,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
4653,2650,Linda Camilla Algotsson,F,40.0,162.0,50.0,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4654,2650,Linda Camilla Algotsson,F,44.0,162.0,50.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
4655,2650,Linda Camilla Algotsson,F,44.0,162.0,50.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4656,2651,Sara Anneli Algotsson Ostholt,F,29.0,163.0,56.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
4657,2651,Sara Anneli Algotsson Ostholt,F,29.0,163.0,56.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4658,2651,Sara Anneli Algotsson Ostholt,F,37.0,163.0,56.0,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
4659,2651,Sara Anneli Algotsson Ostholt,F,37.0,163.0,56.0,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4660,2651,Sara Anneli Algotsson Ostholt,F,41.0,163.0,56.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
4661,2651,Sara Anneli Algotsson Ostholt,F,41.0,163.0,56.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
5103,2902,Karl Ruben Allinger,M,32.0,,,Sweden,SWE,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,
5170,2936,Bjrn Erik Alm,M,30.0,179.0,88.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,
5171,2936,Bjrn Erik Alm,M,34.0,179.0,88.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,
5173,2938,Eivor Matilda Alm (-Astergren),F,27.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
5174,2939,Ernst Alm,M,23.0,174.0,,Sweden,SWE,1924 Winter,1924,Winter,Chamonix,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
5175,2940,Jenny Alm,F,27.0,184.0,80.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
5177,2942,Knut Emil Willehard Alm,M,31.0,170.0,63.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",
5178,2942,Knut Emil Willehard Alm,M,31.0,170.0,63.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze
5232,2965,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,25.0,170.0,69.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,
5233,2965,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29.0,170.0,69.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
5275,2984,Rune Rikard Almn,M,23.0,188.0,83.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,
5282,2989,"Gustav Adolf ""Gsta"" Almgren",M,29.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's epee, Team",Silver
5283,2990,Johanna Maria-Therese Almgren,F,24.0,170.0,62.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,
5284,2990,Johanna Maria-Therese Almgren,F,28.0,170.0,62.0,Sweden,SWE,2012 Summer,2012,Summer,London,Football,Football Women's Football,
5294,2996,Erland Herman Lison Almkvist,M,39.0,,,Tornado,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed Three Person Keelboat,Silver
5295,2997,Sune Lison Almkvist,M,22.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Football,Football Men's Football,
5296,2998,Erik Albin Almlf,M,20.0,188.0,73.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Bronze
5297,2998,Erik Albin Almlf,M,28.0,188.0,73.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Bronze
5304,3002,"Kasper Angarius ""Ansgar"" Almquist",M,47.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",
5305,3003,Albrekt Persson Almqvist,M,27.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,
5306,3004,Anders Conrad Wilhelm Almqvist,M,26.0,,,Gteborgs Roddklubb-1,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,
5308,3006,Gte Augustin Almqvist,M,30.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
5309,3007,Ingrid Margareta Almqvist,F,20.0,162.0,57.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Javelin Throw,
5310,3007,Ingrid Margareta Almqvist,F,29.0,162.0,57.0,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,
5311,3007,Ingrid Margareta Almqvist,F,32.0,162.0,57.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,
5312,3008,Bengt-Olov Almstedt,M,18.0,180.0,80.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
5313,3008,Bengt-Olov Almstedt,M,18.0,180.0,80.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,
5314,3009,"Anders Percival ""Percy"" Almstedt",M,31.0,,,Elsie,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Silver
5315,3010,Hans Gustav Almstrm,M,25.0,193.0,130.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,
5316,3011,Arvid Folke Alnevik (Andersson-),M,28.0,182.0,70.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,
5317,3011,Arvid Folke Alnevik (Andersson-),M,28.0,182.0,70.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
5432,3070,Malin Therse Alshammar,F,18.0,180.0,64.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Backstroke,
5433,3070,Malin Therse Alshammar,F,18.0,180.0,64.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
5434,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Silver
5435,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Silver
5436,3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
5437,3070,Malin Therse Alshammar,F,26.0,180.0,64.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
5438,3070,Malin Therse Alshammar,F,26.0,180.0,64.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
5439,3070,Malin Therse Alshammar,F,30.0,180.0,64.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
5440,3070,Malin Therse Alshammar,F,30.0,180.0,64.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
5441,3070,Malin Therse Alshammar,F,34.0,180.0,64.0,Sweden,SWE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
5442,3070,Malin Therse Alshammar,F,38.0,180.0,64.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
5488,3098,Nils Olof sten Althin,M,27.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,
5943,3340,Kim Oscar Amb,M,21.0,180.0,87.0,Sweden,SWE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,
5944,3340,Kim Oscar Amb,M,26.0,180.0,87.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
6041,3397,Karl-Robert Ameln,M,28.0,,,Ali-Baba II,SWE,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,Bronze
6042,3397,Karl-Robert Ameln,M,32.0,,,May Be VII,SWE,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,
6335,3551,Gudmund Birger Amundin,M,32.0,,,Gteborgs Roddklubb-1,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,
6558,3673,Olle Henrik Martin Anderberg,M,28.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
6559,3673,Olle Henrik Martin Anderberg,M,32.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
6560,3673,Olle Henrik Martin Anderberg,M,37.0,,,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
6561,3673,Olle Henrik Martin Anderberg,M,37.0,,,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Freestyle",
6643,3719,Frida Andersn,F,26.0,164.0,67.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
6644,3719,Frida Andersn,F,26.0,164.0,67.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
6903,3879,Carl Adolf Andersson,M,19.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
6904,3879,Carl Adolf Andersson,M,19.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,
6905,3880,Agneta Monica Andersson,F,19.0,172.0,68.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
6906,3880,Agneta Monica Andersson,F,19.0,172.0,68.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
6907,3880,Agneta Monica Andersson,F,23.0,172.0,68.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
6908,3880,Agneta Monica Andersson,F,23.0,172.0,68.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
6909,3880,Agneta Monica Andersson,F,23.0,172.0,68.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
6910,3880,Agneta Monica Andersson,F,27.0,172.0,68.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
6911,3880,Agneta Monica Andersson,F,27.0,172.0,68.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
6912,3880,Agneta Monica Andersson,F,27.0,172.0,68.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
6913,3880,Agneta Monica Andersson,F,31.0,172.0,68.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
6914,3880,Agneta Monica Andersson,F,31.0,172.0,68.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
6915,3880,Agneta Monica Andersson,F,35.0,172.0,68.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
6916,3880,Agneta Monica Andersson,F,35.0,172.0,68.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
6917,3881,ke Ernst Andersson,M,26.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 5,000 metres",
6918,3882,ke Gustav Andersson,M,29.0,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,
6919,3882,ke Gustav Andersson,M,33.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
6920,3883,Albert Per Andersson,M,17.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
6921,3883,Albert Per Andersson,M,26.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,
6922,3883,Albert Per Andersson,M,26.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,
6923,3884,Allan Ejvin Andersson,M,28.0,,,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
6924,3885,ke Anders Andersson,M,23.0,177.0,72.0,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
6925,3885,ke Anders Andersson,M,27.0,177.0,72.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
6926,3886,Sven Anders Andersson,M,23.0,181.0,76.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
6927,3886,Sven Anders Andersson,M,23.0,181.0,76.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
6928,3886,Sven Anders Andersson,M,27.0,181.0,76.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
6929,3886,Sven Anders Andersson,M,27.0,181.0,76.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
6930,3887,Anders Wilhelm Andersson,M,44.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres",
6931,3887,Anders Wilhelm Andersson,M,44.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
6932,3888,Marion Anita Andersson (-Odell),F,17.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6933,3889,Anna Christina Andersson,F,20.0,169.0,63.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
6934,3890,Karl Arvid Andersson (-Holtman),M,23.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
6935,3891,Arvid Leander Andersson,M,30.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
6936,3892,Olov Arvid Andersson,M,29.0,,63.5,Sweden,SWE,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Featherweight,
6937,3892,Olov Arvid Andersson,M,33.0,,63.5,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Lightweight,
6938,3893,Ernst Axel Andersson,M,20.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 1,500 metres",
6939,3894,Bengt Mikael Andersson,M,22.0,192.0,89.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
6940,3894,Bengt Mikael Andersson,M,26.0,192.0,89.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
6941,3895,Berndt Ingemar Andersson,M,20.0,183.0,79.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
6942,3895,Berndt Ingemar Andersson,M,24.0,183.0,79.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
6943,3895,Berndt Ingemar Andersson,M,28.0,183.0,79.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
6945,3897,Bjarne Lennart Andersson,M,27.0,178.0,68.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
6946,3897,Bjarne Lennart Andersson,M,27.0,178.0,68.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
6947,3898,Bjrn Erling Andersson,M,22.0,196.0,105.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
6948,3899,Bo Viktor Andersson,M,21.0,178.0,78.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
6949,3900,Carl Gustav Andersson (Gorthon-),M,24.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",
6950,3901,Carl Nicanor Andersson,M,35.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Marathon,
6951,3902,Carl-Georg Andersson,M,26.0,200.0,115.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
6952,3903,Cecilia Christine Elisabeth Andersson,F,23.0,179.0,74.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
6953,3904,Erik Cletus Thule Andersson,M,31.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,
6954,3905,Curt Ingvar Rafael Andersson,M,35.0,167.0,65.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",
6955,3905,Curt Ingvar Rafael Andersson,M,39.0,167.0,65.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",
6956,3906,David Erik Andersson,M,19.0,183.0,78.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,000 metres",
6957,3906,David Erik Andersson,M,19.0,183.0,78.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",
6958,3907,Elsa Helena Andersson (-Cordes),F,17.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,
6959,3908,Per Johan Emil Andersson (-Martinsson),M,24.0,181.0,79.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",
6960,3909,Emilia Ingrid Maria Andersson,F,21.0,175.0,72.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,
6961,3909,Emilia Ingrid Maria Andersson,F,25.0,175.0,72.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,
6962,3910,Erik Peter Andersson,M,26.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,
6963,3911,Erik Tony Emanuel Andersson,M,19.0,192.0,88.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Butterfly,
6964,3912,Klas Erik Andersson,M,16.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,
6965,3912,Klas Erik Andersson,M,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
6966,3912,Klas Erik Andersson,M,28.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,
6967,3913,Eva Maria Andersson,F,15.0,167.0,63.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Freestyle,
6968,3913,Eva Maria Andersson,F,15.0,167.0,63.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
6969,3914,Frank ivind Stefan Andersson,M,20.0,186.0,93.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
6970,3914,Frank ivind Stefan Andersson,M,20.0,186.0,93.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
6971,3914,Frank ivind Stefan Andersson,M,24.0,186.0,93.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
6972,3914,Frank ivind Stefan Andersson,M,24.0,186.0,93.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
6973,3914,Frank ivind Stefan Andersson,M,28.0,186.0,93.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
6974,3914,Frank ivind Stefan Andersson,M,28.0,186.0,93.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
6975,3915,Gary Knut Emanuel Andersson,M,21.0,176.0,70.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,
6976,3916,Bengt Gran Andersson,M,24.0,198.0,106.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Three Person Keelboat,
6977,3917,Bengt Thore Gran Andersson,M,20.0,180.0,75.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,
6978,3918,Erik Gsta Andersson,M,31.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
6979,3918,Erik Gsta Andersson,M,35.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
6980,3919,Gte Erling Andersson,M,27.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,
6981,3920,Gunilla Victoria Andersson,F,22.0,169.0,69.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,
6982,3920,Gunilla Victoria Andersson,F,26.0,169.0,69.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
6983,3920,Gunilla Victoria Andersson,F,30.0,169.0,69.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
6984,3920,Gunilla Victoria Andersson,F,34.0,169.0,69.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,
6985,3921,Gunilla Elisabeth Andersson (-Leinskld),F,20.0,166.0,59.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,
6986,3921,Gunilla Elisabeth Andersson (-Leinskld),F,20.0,166.0,59.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,
6987,3921,Gunilla Elisabeth Andersson (-Leinskld),F,20.0,166.0,59.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
6988,3922,Gustaf Emil Andersson,M,38.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",
6989,3922,Gustaf Emil Andersson,M,38.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",
6990,3922,Gustaf Emil Andersson,M,46.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
6991,3923,Fritz Gustaf Adolf Andersson (-Gabeling),M,24.0,,,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,
6992,3923,Fritz Gustaf Adolf Andersson (-Gabeling),M,24.0,,,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 1,500 metres",
6993,3923,Fritz Gustaf Adolf Andersson (-Gabeling),M,24.0,,,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 5,000 metres",
6994,3923,Fritz Gustaf Adolf Andersson (-Gabeling),M,24.0,,,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 10,000 metres",
6995,3924,"Ernst Harold ""Harald"" Andersson",M,29.0,191.0,99.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Discus Throw,
