,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
222400,111726,Harry Erik Skld,M,26.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,
222401,111727,Per Olof Skldberg,M,42.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Running Target, Single And Double Shot",Silver
222402,111727,Per Olof Skldberg,M,46.0,,,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",Silver
222423,111736,Folke Karl Skoog,M,24.0,188.0,78.0,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",
222425,111738,Sofie Natalie Skoog,F,26.0,180.0,74.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,
222670,111856,Gert ke Skyttevall,M,24.0,198.0,90.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
223145,112076,"Britt-Marie Louise Smedh (-Alshammar, -Blomberg)",F,17.0,169.0,57.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
223146,112076,"Britt-Marie Louise Smedh (-Alshammar, -Blomberg)",F,17.0,169.0,57.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,
223147,112076,"Britt-Marie Louise Smedh (-Alshammar, -Blomberg)",F,17.0,169.0,57.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
223152,112080,Rolf Viktor Smedmark,M,26.0,183.0,71.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,
223153,112080,Rolf Viktor Smedmark,M,26.0,183.0,71.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,
224054,112542,Harry Astric Snell,M,31.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Individual",
224055,112542,Harry Astric Snell,M,31.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Cycling,"Cycling Men's Road Race, Team",
224345,112695,Sven Anders Sderberg,M,22.0,193.0,94.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,
224346,112695,Sven Anders Sderberg,M,26.0,193.0,94.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,
224347,112695,Sven Anders Sderberg,M,26.0,193.0,94.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Luge,Luge Mixed (Men)'s Doubles,
224348,112695,Sven Anders Sderberg,M,30.0,193.0,94.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,
224349,112695,Sven Anders Sderberg,M,30.0,193.0,94.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,
224350,112696,Anna Therese Sderberg,F,27.0,177.0,83.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Discus Throw,
224351,112696,Anna Therese Sderberg,F,31.0,177.0,83.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Discus Throw,
224352,112696,Anna Therese Sderberg,F,35.0,177.0,83.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,
224353,112697,Bertil Lennart Sderberg,M,25.0,179.0,80.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
224354,112698,Curt Erik Valdemar Sderberg,M,25.0,174.0,62.0,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 3,000 metres Steeplechase",
224358,112700,Anna Isabelle Sderberg,F,23.0,172.0,60.0,Sweden,SWE,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",
224359,112701,Lars-Erik Sderberg,M,23.0,176.0,62.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,
224368,112704,Hans Anders Sdergren,M,28.0,182.0,77.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
224369,112704,Hans Anders Sdergren,M,28.0,182.0,77.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
224370,112704,Hans Anders Sdergren,M,28.0,182.0,77.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
224371,112704,Hans Anders Sdergren,M,28.0,182.0,77.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
224372,112704,Hans Anders Sdergren,M,32.0,182.0,77.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
224373,112704,Hans Anders Sdergren,M,32.0,182.0,77.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
224374,112704,Hans Anders Sdergren,M,32.0,182.0,77.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
224375,112704,Hans Anders Sdergren,M,32.0,182.0,77.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
224376,112704,Hans Anders Sdergren,M,36.0,182.0,77.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
224377,112704,Hans Anders Sdergren,M,36.0,182.0,77.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
224378,112705,Erik Benny Sdergren,M,27.0,174.0,64.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
224379,112705,Erik Benny Sdergren,M,27.0,174.0,64.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
224380,112705,Erik Benny Sdergren,M,27.0,174.0,64.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
224381,112705,Erik Benny Sdergren,M,27.0,174.0,64.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
224382,112706,Karl Hkan Sdergren,M,24.0,175.0,85.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
224383,112706,Karl Hkan Sdergren,M,28.0,175.0,85.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
224384,112707,Tom Roger Sderholm,M,30.0,178.0,100.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight I,
224385,112707,Tom Roger Sderholm,M,34.0,178.0,100.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight I,
224386,112708,Erik Gudmund Eriksson Sderin,M,23.0,175.0,69.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
224387,112708,Erik Gudmund Eriksson Sderin,M,23.0,175.0,69.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
224388,112709,Erik Gunnar Engelbrekt Sderlindh,M,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
224389,112710,Robin Bo Carl Sderling,M,19.0,193.0,81.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Singles,
224390,112710,Robin Bo Carl Sderling,M,19.0,193.0,81.0,Sweden-2,SWE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,
224391,112710,Robin Bo Carl Sderling,M,23.0,193.0,81.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,
224392,112710,Robin Bo Carl Sderling,M,23.0,193.0,81.0,Sweden-1,SWE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,
224393,112711,ke Wilhelm Sderlund,M,27.0,185.0,73.0,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 50 kilometres Walk,
224394,112711,ke Wilhelm Sderlund,M,35.0,185.0,73.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,
224395,112711,ke Wilhelm Sderlund,M,39.0,185.0,73.0,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 20 kilometres Walk,
224396,112712,Curt Joel Sderlund,M,23.0,188.0,74.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",
224397,112713,Erik Napoleon Sderlund,M,35.0,182.0,67.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,
224398,112714,Per Michael Sderlund,M,18.0,181.0,75.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
224399,112714,Per Michael Sderlund,M,18.0,181.0,75.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Backstroke,
224400,112714,Per Michael Sderlund,M,18.0,181.0,75.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Backstroke,
224401,112714,Per Michael Sderlund,M,18.0,181.0,75.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
224402,112714,Per Michael Sderlund,M,22.0,181.0,75.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
224403,112714,Per Michael Sderlund,M,22.0,181.0,75.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
224404,112714,Per Michael Sderlund,M,22.0,181.0,75.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,
224405,112714,Per Michael Sderlund,M,22.0,181.0,75.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
224406,112714,Per Michael Sderlund,M,26.0,181.0,75.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
224407,112715,Sven Einar Axel Sderqvist,M,26.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Hammer Throw,
224408,112716,Carl Magnus Jacob Sderqvist,M,21.0,179.0,74.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Men's Halfpipe,
224409,112717,Karl ke Krister Sderqvist,M,25.0,184.0,72.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,
224410,112718,Vilhelm Bruno Sderstrm,M,24.0,184.0,78.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's High Jump,
224411,112718,Vilhelm Bruno Sderstrm,M,24.0,184.0,78.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Pole Vault,Silver
224412,112718,Vilhelm Bruno Sderstrm,M,24.0,184.0,78.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's Javelin Throw, Freestyle",Bronze
224413,112718,Vilhelm Bruno Sderstrm,M,26.0,184.0,78.0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Pole Vault,Bronze
224414,112718,Vilhelm Bruno Sderstrm,M,26.0,184.0,78.0,Sweden,SWE,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Javelin Throw, Freestyle",
224415,112719,Dan Olof Sderstrm,M,31.0,173.0,76.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
224416,112720,Gustaf Fredrik Sderstrm,M,34.0,,,Denmark/Sweden,SWE,1900 Summer,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
224417,112720,Gustaf Fredrik Sderstrm,M,34.0,,,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Shot Put,
224418,112720,Gustaf Fredrik Sderstrm,M,34.0,,,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Discus Throw,
224419,112721,Karin Johanna Sderstrm,F,23.0,165.0,62.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,
224420,112722,Marit Kjellsdotter Sderstrm (-Nord),F,25.0,171.0,65.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Women's Two Person Dinghy,Silver
224421,112723,Tommy Sderstrm,M,22.0,175.0,66.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
224528,112784,Erik Julius Skjer-Petersn,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot",
224529,112784,Erik Julius Skjer-Petersn,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Double Shot",
224530,112784,Erik Julius Skjer-Petersn,M,32.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Bronze
224829,112940,"Charlott Stigsdotter ""Lotta"" Sollander",F,18.0,168.0,55.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Downhill,
224830,112940,"Charlott Stigsdotter ""Lotta"" Sollander",F,18.0,168.0,55.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
224831,112940,"Charlott Stigsdotter ""Lotta"" Sollander",F,18.0,168.0,55.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Slalom,
224832,112941,Stig Oskar Sollander,M,21.0,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Downhill,
224833,112941,Stig Oskar Sollander,M,21.0,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Combined,
224834,112941,Stig Oskar Sollander,M,25.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Downhill,
224835,112941,Stig Oskar Sollander,M,25.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
224836,112941,Stig Oskar Sollander,M,25.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Slalom,
224837,112941,Stig Oskar Sollander,M,29.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
224838,112941,Stig Oskar Sollander,M,29.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
224839,112941,Stig Oskar Sollander,M,29.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
224840,112942,Bertil David Sollevi,M,24.0,176.0,90.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middleweight,
224841,112942,Bertil David Sollevi,M,28.0,176.0,90.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,
224853,112951,Annette Maria Elisabeth Solmell,F,37.0,,,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",
224854,112951,Annette Maria Elisabeth Solmell,F,37.0,,,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",
225265,113180,Karl Hilding Sonne (Pettersson-),M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Javelin Throw,
225266,113180,Karl Hilding Sonne (Pettersson-),M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Javelin Throw, Both Hands",
225359,113231,Dicki Arne Tommy Srensen,M,27.0,178.0,80.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Individual",
225360,113231,Dicki Arne Tommy Srensen,M,27.0,178.0,80.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",
225361,113232,Einar Folke Srensen,M,36.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",
225362,113232,Einar Folke Srensen,M,36.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Team",
225363,113233,Eric Srensen,M,34.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Jumping, Individual",
225364,113233,Eric Srensen,M,34.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Jumping, Team",
225381,113240,John Emil Srenson,M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
225382,113240,John Emil Srenson,M,30.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
225468,113290,Knut Birger Srvik,M,28.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
225469,113291,Haakon Abraham Srvik,M,21.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
225470,113292,Leif Mathias Srvik,M,22.0,,,Gteborgs Roddklubb-1,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,
226132,113654,Arvid Fredrik Spngberg,M,18.0,170.0,,Sweden,SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,Bronze
226133,113655,Roland Otto Eugen Spngberg,M,25.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,
226134,113655,Roland Otto Eugen Spngberg,M,29.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
226182,113685,Pehr Louis Sparre af Sfdeborg,M,48.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",
226183,113685,Pehr Louis Sparre af Sfdeborg,M,48.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Team",
226473,113819,Per Axel Hkan Spett,M,20.0,168.0,74.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,
226474,113819,Per Axel Hkan Spett,M,24.0,168.0,74.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,
226475,113819,Per Axel Hkan Spett,M,28.0,168.0,74.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,
227062,114106,Jan Egon Staaf,M,26.0,181.0,73.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,
227063,114106,Jan Egon Staaf,M,26.0,181.0,73.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,
227064,114106,Jan Egon Staaf,M,34.0,181.0,73.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,
227065,114107,Karl Gustaf Vilhelm Staaf (Johansson-),M,19.0,,,Denmark/Sweden,SWE,1900 Summer,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
227066,114107,Karl Gustaf Vilhelm Staaf (Johansson-),M,19.0,,,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,
227067,114107,Karl Gustaf Vilhelm Staaf (Johansson-),M,19.0,,,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Triple Jump,
227068,114107,Karl Gustaf Vilhelm Staaf (Johansson-),M,19.0,,,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Triple Jump,
227069,114107,Karl Gustaf Vilhelm Staaf (Johansson-),M,19.0,,,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Hammer Throw,
227162,114145,"Ann-Marie Lillemor ""Mia"" Stadig (-Bredberg)",F,25.0,170.0,60.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
227163,114145,"Ann-Marie Lillemor ""Mia"" Stadig (-Bredberg)",F,25.0,170.0,60.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 15 kilometres,
227164,114145,"Ann-Marie Lillemor ""Mia"" Stadig (-Bredberg)",F,25.0,170.0,60.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,
227247,114180,Daniel Arvid Paavali Sthl,M,23.0,200.0,155.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
227248,114181,Kjell-Erik Bertil Sthl,M,34.0,188.0,71.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Marathon,
227249,114181,Kjell-Erik Bertil Sthl,M,38.0,188.0,71.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,
227268,114189,Axel Reinhold Sthle,M,33.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Individual",
227269,114189,Axel Reinhold Sthle,M,33.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
227274,114192,Lars Pontus Sthlkloo,M,24.0,186.0,81.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Men's Halfpipe,
227283,114195,Nils Olof Stahre,M,39.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
227284,114195,Nils Olof Stahre,M,39.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
227285,114195,Nils Olof Stahre,M,43.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
227286,114195,Nils Olof Stahre,M,43.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
227346,114220,Jesper Stlheim,M,28.0,184.0,82.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
227705,114410,Ragnar Alexander Stare,M,35.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Silver
227940,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,
227941,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,
227942,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,
227943,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,
227944,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,
227945,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,
227946,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,
227947,114506,Knut Brje Georg Stattin,M,22.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,
228171,114609,Alexander Lennart Steen,M,29.0,182.0,95.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
228338,114689,Janne Reidar Stefansson,M,24.0,170.0,68.0,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
228339,114689,Janne Reidar Stefansson,M,24.0,170.0,68.0,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
228340,114689,Janne Reidar Stefansson,M,28.0,170.0,68.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
228341,114689,Janne Reidar Stefansson,M,28.0,170.0,68.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
228342,114689,Janne Reidar Stefansson,M,28.0,170.0,68.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
228343,114689,Janne Reidar Stefansson,M,28.0,170.0,68.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
228344,114690,Nils Axel Stefansson,M,26.0,183.0,91.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,
228345,114690,Nils Axel Stefansson,M,26.0,183.0,91.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,
228357,114695,Jens Harald Stefenson,M,17.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,
228358,114695,Jens Harald Stefenson,M,17.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,
